InvoiceNo,StockCode,User ID,Product ID,Name,Brand,Price,Category,SubCategory,Quantity,Description,Type,Rating,InvoiceDate,time stamp,image link,Country
536394,22652,A1LSU3ES5R6WLN,972683275,Fresh Banana (Kela) Elaichi,,80,Fruits & Vegetables,Fruits & Vegetables,6,"OverviewEnjoy the taste of banana elaichi or Yelakki, which is consumed across the world for its distinctive flavour and taste.Key FeaturesNaturally flavoured, aromatic and sweeter compared to regular bananas. Rich in potassium, vitamin C, B6 and Dietary FiberBenefitsThese bananas are loaded with fibre, essential vitamins and minerals such as potassium, calcium, Vitamin C and B6.It reduces appetite and promotes weight loss, while also boosting the immune system and keeping the bones strong.It is very good for pregnant women and athletes.How to UseCan be used in the making of milkshakes or added to custards or other desserts for flavour and taste in them.Care InstructionsThese are stored at clean and hygienic place at a temperature of 18-22 Degree Celsius to maintain freshness. Store them in a cool, dry place away from direct sunlight. Fresh, raw yelakkis are green. They turn into golden yellow on ripening. Look for brown speckles and yellow skin to identify ripened ones.Any Other Must-Know InformationTiny and small sized, this variety is called Yelakki in Bangalore and Elaichi in Mumbai. Despite its small size, they are naturally flavoured, aromatic and sweeter compared to regular bananas.Yelakki bananas are around 3- 4 inches long and contain a thinner skin and better shelf life than Robusta bananas. ",Fruits & Vegetables,5,12-01-2010 10:39,1380067200,,United Kingdom
536395,22188,A3B55PW1W6B17P,972683275,Fresh Beetroot (Chukandar),,40,Fruits & Vegetables,Fruits & Vegetables,500,"OverviewBeetroot is called 'Chukundar' in Hindi Good Source of Vitamin C, Iron, Potassium, Folate and Dietary FiberKey FeaturesIt is a good source of Vitamin C, Iron, Potassium, Folate and Dietary Fiber.BenefitsRed beets lower blood pressure, promotes brain and heart health.It fights inflammation and boosts energy levels.How to UseIt can be used in salads, or can be used to make juice, beetroot halwa or cutlets. They are used to prepare curries, chutneys and raithas. It's sweet nature makes it a popular ingredient for halwas and other such sweets.Care InstructionsStore in cool and dry place, away from direct sunlight. While storing beets, trim the leaves 2 inches from the root soon after you buy them as they sap the moisture from the beet root.The root bulbs should also be put into a bag and can be stored in the refrigerator for a maximum of 7 to 10 days.Any Other Must-Know InformationBeet root is a dark red or violet coloured vegetable. It is round in shape. Beet root tastes good and has a nice juicy texture. It offers an earthy flavour, which renders a delicious taste to the dishes it is added to. ",Fruits & Vegetables,5,12-01-2010 10:47,1325030400,,United Kingdom
536395,84879,A2I87F2QCJ6RK3,972683275,Fresh Brinjal (Bharta Baingan),,60,Fruits & Vegetables,Fruits & Vegetables,400,India,Fruits & Vegetables,3,12-01-2010 10:47,1358899200,,United Kingdom
536395,21977,AQKPJKYY7VLPZ,972683275,Fresh Brinjal Round (Kateri Wangi),,45,Fruits & Vegetables,Fruits & Vegetables,500,India,Fruits & Vegetables,4,12-01-2010 10:47,1401753600,,United Kingdom
536395,84991,A1WR5GC0TCUVC,972683275,Fresh Brinjal Small,,50,Fruits & Vegetables,Fruits & Vegetables,500,"OverviewEggplant is a high-fiber, low-calorie food that is rich in nutrients and comes with many potential health benefits.Theyre also incredibly versatile and fit well into many dishes.Benefits1. Rich in Many Nutrients 2. High in Antioxidants3. May Reduce the Risk of Heart Disease4. May Promote Blood Sugar Control5. Could Help With Weight Loss6. May Have Cancer-Fighting Benefits7. Very Easy to Add to Your Diet ",Fruits & Vegetables,5,12-01-2010 10:47,1320105600,,United Kingdom
536395,21212,A51C3CTWY2J23,972683275,Fresh Button Mushrooms,,60,Fruits & Vegetables,Fruits & Vegetables,200,Benefits :- Prevents Diabetics- Helps lower cholesterol levels and reduce blood pressure- Reduce the risk of breast and prostate cancer- Prevents osteoporosis and joint pain- Aids in losing weight- Boosts immune systemShelf Life :- Best before 5 days when stored below 8 degree Celsius,Fruits & Vegetables,5,12-01-2010 10:47,1391990400,,United Kingdom
536395,21484,A381YBD6RB2KW9,972683275,Fresh Cabbage - Red,,95,Fruits & Vegetables,Fruits & Vegetables,400,"OverviewRed cabbage is high in fiber, making it easier to digest foods and keep your digestive system healthy. The high fiber content can keep food moving through your digestive system and reduce constipation. The soluble fiber in red cabbage can help the beneficial bacteria in your gut.Key FeaturesIt is round, wrapped in purplish red leaf layers. The flavour is more peppery and bold compared to green ones. Its leaves are coarser as they have less water content. The red cabbage is also known as purple cabbage, red kraut, or blue kraut after preparationBenefits1. Prevents Cancer2. Eye Health3. Healthy Weight Loss4. Manage Ulcers5. Immune System Support6. Increases Bone Mineral Density7. Boost Metabolism8. Filter the BloodCare InstructionsCabbage may be stored in a hydrator drawer. If you just use a portion of the head, make sure the rest is properly wrapped and stored in the fridge. ",Fruits & Vegetables,5,12-01-2010 10:47,1372204800,,United Kingdom
536395,21314,A1Y0Z0D0EP753W,972683275,Fresh Capsicum Green (Shimla Mirch),,60,Fruits & Vegetables,Fruits & Vegetables,500,"Overview:The bell pepper (also known as sweet pepper, pepper, or capsicum). 'Sweet peppers' is a term used to describe bell peppers and other peppers having a milder flavour.Key FeaturesLeaving a moderately pungent taste on the tongue, Green capsicums, also known as green peppers are bell shaped, medium-sized fruit pods.They have thick and shiny skin with a fleshy texture inside.BenefitsCapsicum is very rich in nutrients and contains a good amount of Vitamin A and C. Along with essential nutrients, it also provides a healthy dosage of proteins, plant fats, and carotenoids. It also contains provitamins such as B1, B2, and B3, P, and E.How To UseGreen bell peppers can be used for a wide variety of dishes due to its distinct flavour and scent. Can be grilled, roasted, baked and sauteed. Widely used in salads, pastas, pizzas, pepper sauce and even for flavouring curries.Care InstructionsStore them in a cool, dry place away from direct sunlight. Keep capsicums dry as moisture makes them rot faster. Refrigerate the peppers unwashed, in a plastic bag and consume within a week. Resort to refrigeration only when they cannot be consumed immediately. ",Fruits & Vegetables,5,12-01-2010 10:47,1351036800,,United Kingdom
536395,22730,A18BV86D2IV4KH,972683275,Fresh Capsicum Red & Yellow,,150,Fruits & Vegetables,Fruits & Vegetables,2,"Overview:The bell pepper (also known as sweet pepper, pepper, or capsicum). 'Sweet peppers' is a term used to describe bell peppers and other peppers having a milder flavour.Key FeaturesRed capsicum is a rich source of antioxidants, carotenoids and vitamins C, K, B6 and A. They are high in water content, dietary fibre and potassium, and are also cholesterol-free. Yellow Bell Pepper is a variety of coloured Capsicums. It gets it bright pigment from the pH of the soil and is basically a ripened pepper. Yellow Peppers are very mild in flavour and sweet in taste.BenefitsRed and yellow capsicums are loaded with multiple vitamins and minerals. In fact, it contains more vitamin C than orange. So, what are they? It is an essential mineral that improve heart health if consumed in right amounts. As researched by Fekete K, there is a positive effect of folate intake on health outcomes in pregnancy.How To UseCan be used in curries, soups, pizza and other Chinese dishes. They are perfect for adding a dash of colour, distinct taste and beautiful scent to your salad, pizza, pasta or even gravy preparations. Capsicums can be widely used in spaghettis, lasagnes, pastas and salads to add a zing to the dishes. You can also use strips of capsicum in soups or combine them with chicken, turkey or egg to make tasty sandwiches. Or simply add some hummus or ranch dressing to sliced capsicums and enjoy it as a healthy side.Care InstructionsStore them in a cool, dry place away from direct sunlight. Keep capsicums dry as moisture makes them rot faster. Refrigerate the peppers unwashed, in a plastic bag and consume within a week. Resort to refrigeration only when they cannot be consumed immediately.Any Other Must-Know InformationThe yellow capsicum is unmistakable in taste and is a great source of iron and has adequate protein. They are also a good source of Vitamin A,C,E, Folate and Dietary Fiber. Their nutritional content is relatively higher than green Capsicum. Red capsicums are thin, smooth skinned, crunchy, mildly sweet tasting, hollow vegetables that are juicier variants of the green capsicum. ",Fruits & Vegetables,5,12-01-2010 10:47,1356566400,,United Kingdom
536395,22727,AK514FAJ3YQSV,972683275,Fresh Cluster Beans (Gavar),,35,Fruits & Vegetables,Fruits & Vegetables,250,India,Fruits & Vegetables,5,12-01-2010 10:47,1390348800,,United Kingdom
536395,22729,A241HAACWTVY30,972683275,Fresh Colocasia (Arbi),,45,Fruits & Vegetables,Fruits & Vegetables,500,India,Fruits & Vegetables,5,12-01-2010 10:47,1384646400,,United Kingdom
536395,22726,A3CAGSLL6VIX76,972683275,Fresh Cucumber White (Safed Kakdi),,40,Fruits & Vegetables,Fruits & Vegetables,500,"Overview:Cucumbers are 95 percent waterGood source of Vitamin B6, C, K, Thiamin and Folate.Key FeaturesThe delicious, fleshy cucumber has a warty skin and a cylindrical form with rounded ends.Benefits Provides Relief From ConstipationRegulates Blood PressureCucumber Helps In Managing Diabetes Helps With Body Functions Prevents Dehydration Reduces Risk of Cancer(s) Good For Bones Provides Antioxidantal BenefitsHow To UseCucumbers can be eaten fresh. They are a healthy snack to munch on when you are bored. Used in salads, soups, sandwiches, rolls, curries, cocktails and pickles.Care InstructionsWrap the cucumbers tightly in a plastic wrap and store them in the refrigerator. It minimizes decay and keeps it fresh for a long time. Store in a cool, dry place away from sunlight ",Fruits & Vegetables,5,12-01-2010 10:47,1356566400,,United Kingdom
536395,22114,A10S9NK38WEQ65,972683275,Fresh Disco Pumpkin (Kaddu/Bhopla),,40,Fruits & Vegetables,Fruits & Vegetables,1,India,Fruits & Vegetables,4,12-01-2010 10:47,1389052800,,United Kingdom
536395,22867,A3UTDVL4CPYCTW,972683275,Fresh Dragon Fruit (Pitaya),,90,Fruits & Vegetables,Fruits & Vegetables,1,"OverviewDragon fruits are oval to oblong in shape and size, with pink peel and green scale-like leaves. It is named after its resemblance to dragon scales. White flesh is dotted with black, tiny edible seeds. It has juicy and spongy flesh with sweet flavour and a hint of sourness.Key Features- Dragon fruits are rich in number of vitamins, minerals, fiber and antioxidants. Hence, these are considered as superfoods.- They detoxify the body and boosts immunity. Prevents anaemia, cancer, etc. Essential for hair care, skin care, eye care.- Necessary for pregnant women as it prevents birth defects, aids in the bone development of fetus ensuring a healthy pregnancy.- This fruit is very good for people who suffer from arthritis. So, it is called as an anti-arthritis fruit.Benefits- High in Nutrients- May Help Fight Chronic Disease- Loaded With Fiber- Promotes a Healthy Gut- Strengthens Your Immune System- May Boost Low Iron Levels- Good Source of MagnesiumHow To Use- Using a sharp knife, cut it in half lengthwise.- Scoop out the fruit with a spoon, or cut it into cubes by cutting vertical and horizontal lines into the pulp without cutting into the peel. Push on the back of the skin to expose the cubes and remove them with a spoon or your fingers.- To enjoy, add it to salads, smoothies and yogurt, or simply snack on it by itself.Care InstructionsOnce they are cut, they only last for a couple of days. Place them in an air tight container and refrigerate.",Fruits & Vegetables,5,12-01-2010 10:47,1372204800,,United Kingdom
536395,22866,A3S7Z3RXO7HC1U,972683275,Fresh Elephant Foot Yam (Suran),,40,Fruits & Vegetables,Fruits & Vegetables,500,India,Fruits & Vegetables,5,12-01-2010 10:47,1377734400,,United Kingdom
536396,85123A,A11YUH1WVD236C,972683275,Fresh English Carrot (Gajar),,60,Fruits & Vegetables,Fruits & Vegetables,500,"Overview:Carrots are good source of beta carotene which is a natural pigment that is used by the body to make Vitamin A and it has good amount of fibre.Key FeaturesFresh, hygienic and natural. Good source of Vitamin A,E,K, Potassium and LycopeneBenefits Boosts eye health Aids Weight Loss Ensures bowel regularity and helps in digestion Fights cholesterol and boosts heart health Lowers Blood Pressure Boosts skin health Boosts immunityHow To UseIt can be used in salad, or in making dry curries with peas and potato or to make juice.Care InstructionsStore in cool and dry place, away from direct sunlight. ",Fruits & Vegetables,3,12-01-2010 10:51,1336694400,,United Kingdom
536396,71053,A2OGRLHZZWF411,972683275,Fresh Green Chilli (Mirchi),,15,Fruits & Vegetables,Fruits & Vegetables,100,India,Fruits & Vegetables,5,12-01-2010 10:51,1341878400,,United Kingdom
536396,84406B,A12JT6X3FXE06J,972683275,Fresh Green Cucumber (Kakdi),,40,Fruits & Vegetables,Fruits & Vegetables,500,India,Fruits & Vegetables,5,12-01-2010 10:51,1331769600,,United Kingdom
536396,15056BL,AN4QU8ON7JUK9,972683275,Fresh Groundnut (Mungfali),,60,Fruits & Vegetables,Fruits & Vegetables,250,India,Fruits & Vegetables,5,12-01-2010 10:51,1382140800,,United Kingdom
536396,20679,A3TAS1AG6FMBQW,972683275,Fresh Guava (Peru),,55,Fruits & Vegetables,Fruits & Vegetables,4,India,Fruits & Vegetables,5,12-01-2010 10:51,1353456000,,United Kingdom
536396,37370,A20EHH02K9S2UZ,972683275,Fresh Indian Gooseberry (Amla),,40,Fruits & Vegetables,Fruits & Vegetables,250,India,Fruits & Vegetables,2,12-01-2010 10:51,1368144000,,United Kingdom
536396,21871,A1QKUDP9EUHJXH,972683275,Fresh Kiwi,,125,Fruits & Vegetables,Fruits & Vegetables,3,New Zealand,Fruits & Vegetables,4,12-01-2010 10:51,1367193600,,United Kingdom
536396,21071,A1UEU41SCOKU8D,972683275,Fresh Lady Finger (Bhendi),,60,Fruits & Vegetables,Fruits & Vegetables,500,"Overview:Bhendi is also known as Ladies finger. Ladies finger are green finger-like vegetables and are highly healthful. It is an essential vegetable used in Indian cuisine for mouth-watering recipes. It tastes mild and slightly grassyKey FeaturesIt tastes mild and slightly grassy.Excellent source of potassium, calcium and prebiotic fiber.Benefits Aids weight loss Helps control diabetes Promotes healthy heart It has anti-cancer properties Can give you beautiful skin Boosts digestion Beneficial for pregnant womenHow To UseUsed in curries, sambhar, can be stuffed or friedCare InstructionsStore in cool and dry place, away from direct sunlight.Any Other Must-Know InformationLadies finger is a green vegetable with a tip at the end and a lighter green head, which is inedible and to be thrown away.It tastes mild and slightly grassy. ",Fruits & Vegetables,5,12-01-2010 10:51,1362700800,,United Kingdom
536396,21068,A2XXCJLS58H1A7,972683275,Fresh Lemon (Nimboo),,40,Fruits & Vegetables,Fruits & Vegetables,5,"Overview:Lemon is a type of citrus fruit. The fruit, juice, and peel are used to make medicine.People use lemon for conditions such as the common cold, a disease caused by vitamin C deficiency (scurvy), skin care, morning sickness, and many others, but there is no good scientific evidence to support these uses.Benefits Promotes hydration Good source of Vitamin C Supports weight loss Improves skin quality Helps in digestion Freshens breath Prevent kidney stonesHow To UseLemon slices and lemon rind are used as a garnish for food and drinks. Lemon zest, the grated outer rind of the fruit, is used to add flavour to baked goods, puddings, rice, and other dishes.Any Other Must-Know InformationLemon water is often recommended by nutritionists and health experts for speedy weight loss. This is because it is an effective detoxifier. Drinking it in the morning activates the bodys detoxifying process as well as the natural cleansing process. The presence of pectin fiber helps reduce your hunger and curbs appetite. ",Fruits & Vegetables,5,12-01-2010 10:51,1376092800,,United Kingdom
536396,82483,A22UL4BXTSXSCB,972683275,Fresh Lemon Grass,,30,Fruits & Vegetables,Fruits & Vegetables,150,"Overview:Lemongrass is a plant. The leaves and the oil are used to make medicine.Lemongrass is commonly taken orally, applied directly to the skin, or inhaled as aromatherapy for many different conditions. But there is limited scientific research to support any of its common uses.In food and beverages, lemongrass is used as a flavouring. For example, lemongrass leaves are commonly used as 'lemon' flavouring in herbal teas.Key FeaturesLemon Grass is a culinary herb that comes with an excellent aroma. It is also used as a medicinal herb in India. It has a subtle citrusy flavour and can be used fresh or even dried and powdered.BenefitsLemongrass is used for treating digestive tract spasms, stomach ache, high blood pressure, convulsions, pain, vomiting, cough, etc.It is also used to treat achy joints (rheumatism), fever, common cold, and exhaustion. Lemongrass is also used as a mild astringent.How To UseLemongrass can be used for flavouring food. Lemon grass is added as dressings to marinades and stir-fries to grilled/roasted meats and seafoods. Lemon grass tea is known for its unique flavour and makes you feel energetic for the entire day.Care InstructionsLemongrass can be loosely wrapped and refrigerated for several weeks. Alternatively for long term storage, wrap it well and freeze it by chopping or mincing and then freezing it in 1-tablespoon bits (an ice cube tray is useful for this, freeze until hard and then transfer to a sealable plastic bag.Any Other Must-Know InformationLemongrass contains several flavonoids that function as antioxidants and anti-inflammatory agents. In their antioxidant capacity, flavonoids prevent damage to cells that can lead to long-term diseases such as heart disease or arthritis. T ",Fruits & Vegetables,4,12-01-2010 10:51,1374192000,,United Kingdom
536396,82486,A36ZD92R4M2NZ9,972683275,Fresh Muskmelon (Kharbooja),,60,Fruits & Vegetables,Fruits & Vegetables,1,"Overview:The most versatile melon around and aptly named honeydew is both sweet and succulent. Its celery-coloured flesh looks like a green-tinged precious stone.It is a round fruit with a slim reticulated (net-like) cream colouring skin. Its tissue is light orange, with a hollow cavity in its center, packed with small seeds.Key FeaturesIt is an outstanding source of Vitamin A and includes moderate levels of B-complex vitamins, such as vitamin C, B3 & B6, and minerals like potassium & manganese. It is low in calories.BenefitsMuskmelons have cooling properties. They are good for skin and help in weight loss. Also cures constipation, bladder infections and fatigue.Folic acid, which is essential for pregnant women to prevent natural defects in the foetus is abundantly present in musk melon.Good source of vitamin C, potassium and dietary fiber.How To UseMuskmelons can be eaten fresh. They are used in making fruit salads, custard, milkshakes, juices and lassi. Mix, chop or mash muskmelons with sugar and cardamom powder. Wash, dry and roast the muskmelon seeds to make a crispy, healthy snack.Care InstructionsStore them in a cool, dry place away from direct sunlight. Cut and serve chilled muskmelons.Any Other Must-Know InformationMuskmelon is one of the sweetest among the wide variety of melons. It has a distinct aroma and a slightly tangy taste. Adding this melon to a fruit salad will make it refreshing. ",Fruits & Vegetables,1,12-01-2010 10:51,1374192000,,United Kingdom
536396,82482,A1PYNMFFQ9IBNL,972683275,Fresh Onion (Pyaaj),,90,Fruits & Vegetables,Fruits & Vegetables,3,Good to know information :- Avoid storing peeled or cut onions in a fridge as it releases a foul smell and leads to contamination.- It is recommended to cut the onions immediately when you need them to reap the nutritional benefits.- It is advisable to store onions in a dry place that has good air circulation.,Fruits & Vegetables,5,12-01-2010 10:51,1355702400,,United Kingdom
536396,82494L,ANJY75Z24A6AG,972683275,Fresh Onion (Pyaaj),,35,Fruits & Vegetables,Fruits & Vegetables,1,Good to know information :- Avoid storing peeled or cut onions in a fridge as it releases a foul smell and leads to contamination.- It is recommended to cut the onions immediately when you need them to reap the nutritional benefits.- It is advisable to store onions in a dry place that has good air circulation.,Fruits & Vegetables,5,12-01-2010 10:51,1363305600,,United Kingdom
536396,84029G,A2BG2OS6UJK297,972683275,Fresh Orange (Santra) Imported,,175,Fruits & Vegetables,Fruits & Vegetables,4,Australia/South Africa,Fruits & Vegetables,4,12-01-2010 10:51,1335312000,,United Kingdom
536396,84029E,AELFAZJYOP332,972683275,Fresh Papaya (Papita),,80,Fruits & Vegetables,Fruits & Vegetables,1,"OverviewPacked with nutrition, papaya is a healthy addition to your daily quota of fruit consumption. Relish its sweet and fresh flavours!BenefitsPapaya is known to contain high levels of antioxidants, benefiting the skin and heart. Good source of fibre, improving bowel movement.How to storeStore in a cool and dry place away from direct sunlight.Once cut, refrigerate it.",Fruits & Vegetables,4,12-01-2010 10:51,1360108800,,United Kingdom
536396,22752,A1VA1QF8KZNBLL,972683275,Fresh Pear (Nashpati),,200,Fruits & Vegetables,Fruits & Vegetables,4,"OverviewSweet and soft, pears are highly nutritious. Enjoy this fruit as is or mix it in a fruit salad for a delicious dessert.BenefitsPears are known to be rich in folate, vitamin C, copper, and potassium, which play a role in immunity building.Fibre-rich, they can improve bowel movement.How to storeStore in a cool and dry place away from direct sunlight.Once cut, refrigerate it.",Fruits & Vegetables,5,12-01-2010 10:51,1293580800,,United Kingdom
536396,22803,A1QKKD813YA5BJ,972683275,Fresh Pear - Indian,,150,Fruits & Vegetables,Fruits & Vegetables,4,India,Fruits & Vegetables,5,12-01-2010 10:51,1360454400,,United Kingdom
536396,21730,A3F0Y83DVO5TIY,972683275,Fresh Pomegranate (Anar),,225,Fruits & Vegetables,Fruits & Vegetables,4,"OverviewHighly sweet and nutty, pomegranates are packed with multiple health benefits. BenefitsPomegranates are known to be rich in fibre, vitamins and minerals.Known to have anti-inflammatory properties that can protect from chronic diseases.How to storeStore in a cool and dry place away from direct sunlight.Once cut, refrigerate it.",Fruits & Vegetables,5,12-01-2010 10:51,1379289600,,United Kingdom
536397,35004B,A16PP857J4AKLB,972683275,Fresh Potato (Aloo),,100,Fruits & Vegetables,Fruits & Vegetables,2,"OverviewA staple in Indian diets, fresh potatoes are packed with nutrients.BenefitsRich in fibre content, they improve digestive health.Known to loaded with antioxidants, which can fight cell damage.Low in sodium content.How to storeStore in a cool and dry place away from direct sunlight.",Fruits & Vegetables,5,12-01-2010 10:51,1375315200,,United Kingdom
536397,35004C,A1RDICEF7NSVHV,972683275,Fresh Potato (Aloo),,50,Fruits & Vegetables,Fruits & Vegetables,1,"OverviewA staple in Indian diets, fresh potatoes are packed with nutrients.BenefitsRich in fibre content, they improve digestive health.Known to loaded with antioxidants, which can fight cell damage.Low in sodium content.How to storeStore in a cool and dry place away from direct sunlight.",Fruits & Vegetables,4,12-01-2010 10:51,1293408000,,United Kingdom
536398,21980,AV2AZD7ZIBC3L,972683275,Fresh Raw Mango,,95,Fruits & Vegetables,Fruits & Vegetables,400,"Good to know information :- It is not recommended to keep cut mangoes in the open, as it could lead to nutrient loss and taste alteration. Always keep cut fruits in a closed container.- It is not advisable to store fruits and vegetables together as it can impact their quality of taste.- Do not refrigerate mangoes without cutting them as this can stop the natural ripening process.- Soak mangoes in cold water for sometime and then leave them at room temperature for a while before relishing them. This helps in reducing the excessive heat.",Fruits & Vegetables,5,12-01-2010 10:52,1289260800,,United Kingdom
536398,21844,AYRACCER8JXU1,972683275,Fresh Sapota (Chikku),,125,Fruits & Vegetables,Fruits & Vegetables,6,India,Fruits & Vegetables,4,12-01-2010 10:52,1386460800,,United Kingdom
536398,22468,AB31FF0JMPOUP,972683275,Fresh Sponge Gourd (Ghosale),,55,Fruits & Vegetables,Fruits & Vegetables,400,"OverviewNutrition rich, sponge gourd or ghosale is a great source of many vitamins and minerals. BenefitsRich in fibre content, it is known for its quality to relieve constipation.Known to be a good source of Vitamin A and carbohydrates.How to storeStore in a cool and dry place away from direct sunlight.",Fruits & Vegetables,5,12-01-2010 10:52,1386633600,,United Kingdom
536398,22637,A56AUIA2KJ3KQ,972683275,Fresh Sprouts Mixed Gram,,40,Fruits & Vegetables,Fruits & Vegetables,200,India,Fruits & Vegetables,5,12-01-2010 10:52,1355443200,,United Kingdom
536398,22752,A1XN02NMD3EM8H,972683275,Fresh Sprouts Moong Green,,40,Fruits & Vegetables,Fruits & Vegetables,200,India,Fruits & Vegetables,5,12-01-2010 10:52,1361923200,,United Kingdom
536398,48185,A2EOJNVW4NF4AE,972683275,Fresh Sweet Corn,,45,Fruits & Vegetables,Fruits & Vegetables,2,India,Fruits & Vegetables,4,12-01-2010 10:52,1300665600,,United Kingdom
536398,22632,A3W2CPHVD6E5QR,972683275,Fresh Sweet Lime (Mosambi),,65,Fruits & Vegetables,Fruits & Vegetables,4,"OverviewRelish the citrusy, juicy taste of fresh mosambi or fresh lime. Slice and enjoy every bite or make fresh mosambi juice.BenefitsKnown to be an excellent source of Vitamin C, it can help improve your immunity.High Vitamin C content is also linked to relieving inflammation and swelling.It can improve calcium absorption.How to storeStore in a cool and dry place away from direct sunlight.",Fruits & Vegetables,5,12-01-2010 10:52,1384732800,,United Kingdom
536398,22866,AYYNNAEWP3W5Y,972683275,Fresh Tomato (Tamaatar),,35,Fruits & Vegetables,Fruits & Vegetables,500,India,Fruits & Vegetables,5,12-01-2010 10:52,1322870400,,United Kingdom
536398,22865,A1X7SF8S7VRCVH,972683275,Fresh Watermelon (Tarbooj),,60,Fruits & Vegetables,Fruits & Vegetables,1,"OverviewRelish the juicy taste of fresh watermelon. Slice and enjoy every bite or make fresh watermelon juice. You can also use watermelon to make desserts like ice cream. Watermelon seeds can also be dried, roasted and consumed.Benefits- With around 90% water content, it is known to be a natural hydrater.- Makes you feel fuller for longer.- Low in calories.- Also known to be rich in Vitamin C, which can help boost immunity.Storage Information- Store in a cool and dry place away from direct sunlight.- Once cut, refrigerate it.- Cut watermelon stays fresh in the fridge for up to 2 weeks.Good To Know Information- Always wash watermelon thoroughly before cutting it as this will stop any germs from the outside from entering inside.- It is not recommended to keep cut watermelon uncovered, as it could lead to nutrient loss and taste alteration. Always keep cut fruits in a closed container.- Do not keep cut watermelons at room temperature for more than two hours as it can attract bacteria and get spoiled, affecting your health.- It is not advisable to store fruits and vegetables together as it can impact their quality of taste.- Do not refrigerate watermelon without cutting it as this could lead to bacterial growth and also affect its flavour and colour.",Fruits & Vegetables,4,12-01-2010 10:52,1322438400,,United Kingdom
536398,21232,A39K0PHF85UU2O,972683275,Frumato Pulpy Fruit Chew Strawberry,Frumato,45,Packaged Food,Sweets,160,"OverviewA packet of sweet strawberry chews that make a sweet treat when you are travelling. It is made of real strawberry pulp and is juicy to taste.Key FeaturesVegetarianContains real strawberry pulpAnytime sweet treatIngredientsFruit Pulp (25%),Sugar,Liquid Glucose,Thickener E-440,Acidity Reulator E-330,Contains Permitted Synthetic Food ColoursE-122 & Nature Identical Flavoring Substances.Application Ready to EatShelf LifeBest before 9 months from manufacturing date.Storage ConditionStore in clean , dry, hygienic conditions away from direct sunlight.",Packaged Food > Sweets,4,12-01-2010 10:52,1364947200,,United Kingdom
536398,22064,A3GJT8MVRII6PJ,972683275,Gaia Crunchy Muesli,Gaia,575,Packaged Food,Breakfast Cereals,1,"OverviewA delightful mixture of healthy multi-grains along with a hearty dash of nuts, Gaia Crunchy Nutty Delight Muesli is the perfect recipe for a wonderful start to the day. It is made from rolled Oats, wheat and corn flakes and is fortified with the goodness of honey. High on health and low on fat, it is all natural and a good source of fibre.BenefitsMuesli miracles :- Rich in iron- High fibre- Source of protein- Zero trans fatKey Features- High fibre- Zero cholesterol- High proteinIngredientsWheat Flakes [51.85%], Corn Flakes [15.18%], Rolled Oats [14.26%], Invert Sugar Syrup [7.06%], Almond, Green Raisins, Black Raisins, Honey, Liquid Glucose, Honey Powder, Antioxidant [E310]Allergen Advice : Contains Slices of Almond and Gluten derived from WheatHow to Use- Shake well before use.- Enjoy Gaia Crunchy Muesli with milk, yogurt or honey for a power-packed day.- Makes a delicious breakfast cereal with cold of hot milk, yogurt and fruits.- You can also eat it straight from the pack anytime as a healthy snack.Shelf LifeBest before 9 months from manufacturing date.Storage Condition- Store in a cool, dry and dark place.- Protect from direct sunlight.About the BrandGaia is one of the leading health and wellness brands in India offering nutritional foods, supplements, natural substitutes and sports products.",Packaged Food > Breakfast Cereals,5,12-01-2010 10:52,1386374400,,United Kingdom
536398,22449,A1V8UZ63FQD382,972683275,Gaia Crunchy Muesli Mixed Fruit,Gaia,575,Packaged Food,Breakfast Cereals,1,"OverviewMissing breakfast means losing a lot of essential vitamins and minerals that one cannot make up during the day. Kick start your metabolism in the morning by eating a wholesome breakfast that helps you maintain weight as well as your brain functioning. Gaia Crunchy Muesli - Mixed Fruit is the ideal breakfast choice for the health conscious. High in fibre and a rich source of protein, this scrumptious power food is a combination of healthy multi-grains like rolled oats, wheat and corn flakes, along with succulent pieces of papaya, raisin, apple and pineapple. While the multi-grains provide the fibre, the added chunks of fruit add nourishment and bursts of flavour in every bite.BenefitsMuesli miracles:Rich in ironHigh fibreSource of proteinZero trans fatKey FeaturesHigh fibreZero cholesterolZero transfatHow to consumeShake well before use.Enjoy Gaia Crunchy Muesli - Mixed Fruit with milk, yogurt or honey for a power-packed day.Makes a delicious breakfast cereal with cold of hot milk, yogurt and fruits.You can also eat it straight from the pack anytime as a healthy snack.Shelf LifeBest before 9 months from manufacturing date.Storage ConditionStore in a cool, dry and dark place. Protect from direct sunlight.About the BrandGaia is one of the leading health and wellness brands in India offering nutritional foods, supplements, and natural substitutes and sports products.",Packaged Food > Breakfast Cereals,5,12-01-2010 10:52,1376870400,,United Kingdom
